0 958940.0 1921700.0 0.28513
1 959930.0 1921700.0 0.28263
2 954250.0 1921700.0 -0.19094
3 954830.0 1920800.0 -0.17156
4 958840.0 1920700.0 0.29297
5 955270.0 1919700.0 0.51107
6 956330.0 1920000.0 0.20981
7 960690.0 1921000.0 0.27174
8 961480.0 1921200.0 0.31366
9 957040.0 1919200.0 0.62401
10 957190.0 1920300.0 0.24896
11 958280.0 1920200.0 0.32809
12 962320.0 1921000.0 0.26212
13 957960.0 1918800.0 0.89331
14 949910.0 1928500.0 0.18039
15 949770.0 1927400.0 0.51698
16 950650.0 1927200.0 0.24594
17 951110.0 1926200.0 0.22914
18 952560.0 1925300.0 0.10751
19 952740.0 1924200.0 0.27327
20 953390.0 1922700.0 0.19359
21 954300.0 1922600.0 -0.052053
22 949330.0 1929200.0 0.24099
23 953320.0 1923500.0 0.097909
24 951570.0 1925400.0 0.3673
25 966820.0 1918400.0 0.50758
26 968050.0 1918200.0 0.46339
27 963150.0 1921200.0 0.22547
28 965130.0 1920100.0 0.42597
29 965500.0 1919200.0 0.26185
30 966190.0 1918900.0 0.19281
31 967770.0 1916700.0 0.7831
32 968560.0 1916500.0 0.85191
33 964590.0 1920700.0 0.40328
34 969010.0 1918000.0 0.35505
35 966880.0 1916900.0 0.58644
36 969550.0 1918500.0 0.51702
37 969840.0 1919400.0 0.49055
38 970390.0 1920500.0 0.44909
39 974900.0 1927700.0 0.55256
40 974320.0 1928600.0 0.57624
41 975030.0 1929500.0 0.49278
42 972750.0 1922300.0 0.37231
43 973550.0 1922700.0 0.32838
44 974520.0 1925000.0 0.48973
45 974760.0 1925900.0 0.57478
46 971180.0 1920900.0 0.44541
47 975050.0 1926900.0 0.5422
48 972010.0 1920800.0 0.34867
49 972280.0 1921600.0 0.41738
50 973790.0 1923400.0 0.61154
51 974350.0 1924200.0 0.47301
52 963870.0 1921000.0 0.31077
53 976820.0 1939700.0 0.92076
54 976740.0 1940700.0 0.92155
55 975000.0 1933200.0 0.79553
56 974600.0 1934300.0 0.84505
57 975220.0 1935100.0 0.88554
58 974440.0 1930500.0 0.54461
59 974210.0 1932600.0 0.57247
60 976730.0 1935600.0 0.78394
61 976260.0 1936600.0 0.90725
62 974830.0 1931400.0 0.47567
63 976390.0 1937500.0 0.89369
64 975920.0 1935700.0 0.89221
65 976840.0 1938300.0 0.90966
